"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag","city"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-22",2024,7,22,NA,31.7,"",16.3,"",24,"",0,"",6,"",NA,NA,NA,NA,0,"",NA,NA,15,"",39,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-23",2024,7,23,NA,34.1,"",15.7,"",24.9,"",0,"",6.9,"",NA,NA,NA,NA,0,"",NA,NA,3,"",33,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-24",2024,7,24,NA,32.1,"",18.9,"",25.5,"",0,"",7.5,"",NA,NA,NA,NA,0,"",NA,NA,34,"",44,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-25",2024,7,25,NA,20.7,"",13.5,"",17.1,"",0.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",51,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-26",2024,7,26,NA,22.5,"",12.7,"",17.6,"",0.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,27,"",53,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-27",2024,7,27,NA,22.3,"",8.3,"",15.3,"",2.7,"",0,"",NA,NA,NA,NA,0.4,"",NA,NA,32,"",41,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-28",2024,7,28,NA,25.9,"",10.5,"",18.2,"",0,"",0.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-29",2024,7,29,NA,27.9,"",10.3,"",19.1,"",0,"",1.1,"",NA,NA,NA,NA,0,"",NA,NA,26,"",41,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-30",2024,7,30,NA,26.2,"",12.7,"",19.5,"",0,"",1.5,"",NA,NA,NA,NA,0,"",NA,NA,32,"",37,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-07-31",2024,7,31,NA,30,"",14,"",22,"",0,"",4,"",NA,NA,NA,NA,0,"",NA,NA,29,"",45,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-01",2024,8,1,NA,30.9,"",10.7,"",20.8,"",0,"",2.8,"",NA,NA,NA,NA,0,"",NA,NA,18,"",44,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-02",2024,8,2,NA,28,"",11.9,"",20,"",0,"",2,"",NA,NA,NA,NA,0,"",NA,NA,35,"",47,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-03",2024,8,3,NA,27.8,"",13,"",20.4,"",0,"",2.4,"",NA,NA,NA,NA,0,"",NA,NA,36,"",64,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-04",2024,8,4,NA,25.1,"",10.9,"",18,"",0,"",0,"",NA,NA,NA,NA,0,"",NA,NA,16,"",35,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-05",2024,8,5,NA,24.3,"",11.4,"",17.8,"",0.2,"",0,"",NA,NA,NA,NA,56,"",NA,NA,33,"",63,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-06",2024,8,6,NA,16.5,"",12.3,"",14.4,"",3.6,"",0,"",NA,NA,NA,NA,6.8,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-07",2024,8,7,NA,18,"",10.4,"",14.2,"",3.8,"",0,"",NA,NA,NA,NA,0.4,"",NA,NA,23,"",37,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-08",2024,8,8,NA,20.7,"",6.6,"",13.7,"",4.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-09",2024,8,9,NA,22.6,"",9,"",15.8,"",2.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,16,"",37,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-10",2024,8,10,NA,23.5,"",9.1,"",16.3,"",1.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,15,"",43,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-11",2024,8,11,NA,25.2,"",8.8,"",17,"",1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-12",2024,8,12,NA,25.4,"",10,"",17.7,"",0.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,23,"",44,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-13",2024,8,13,NA,25,"",9.5,"",17.3,"",0.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,31,"",39,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-14",2024,8,14,NA,24,"",11.4,"",17.7,"",0.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-15",2024,8,15,NA,24.7,"",10.4,"",17.5,"",0.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,16,"",36,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-16",2024,8,16,NA,17.9,"",12.8,"",15.3,"",2.7,"",0,"",NA,NA,NA,NA,0.5,"",NA,NA,15,"",41,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-17",2024,8,17,NA,22.1,"",11.3,"",16.7,"",1.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-18",2024,8,18,NA,25.9,"",9.7,"",17.8,"",0.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,16,"",42,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-19",2024,8,19,NA,30.4,"",11.1,"",20.8,"",0,"",2.8,"",NA,NA,NA,NA,0,"",NA,NA,14,"",40,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-20",2024,8,20,NA,26.1,"",12.8,"",19.4,"",0,"",1.4,"",NA,NA,NA,NA,0,"",NA,NA,23,"",39,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-21",2024,8,21,NA,17.9,"",9.5,"",13.7,"",4.3,"",0,"",NA,NA,NA,NA,0.3,"",NA,NA,31,"",43,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-22",2024,8,22,NA,21.1,"",10.2,"",15.6,"",2.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,9,"",31,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-23",2024,8,23,NA,25.6,"",8.9,"",17.2,"",0.8,"",0,"",NA,NA,NA,NA,1.7,"",NA,NA,16,"",68,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-24",2024,8,24,NA,21.4,"",11.2,"",16.3,"",1.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,22,"",60,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-25",2024,8,25,NA,22.8,"",8.1,"",15.4,"",2.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-26",2024,8,26,NA,24.6,"",7.4,"",16,"",2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-27",2024,8,27,NA,24.2,"",8.5,"",16.3,"",1.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,33,"",65,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-28",2024,8,28,NA,12.2,"",7,"",9.6,"",8.4,"",0,"",NA,NA,NA,NA,15.2,"",NA,NA,32,"",74,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-29",2024,8,29,NA,22.9,"",6.2,"",14.5,"",3.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,27,"",38,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-30",2024,8,30,NA,24.9,"",8.3,"",16.6,"",1.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,29,"",43,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-08-31",2024,8,31,NA,24.4,"",6.5,"",15.5,"",2.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,19,"",36,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-01",2024,9,1,NA,30,"",8.4,"",19.2,"",0,"",1.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-02",2024,9,2,NA,30.7,"",10.9,"",20.8,"",0,"",2.8,"",NA,NA,NA,NA,0,"",NA,NA,35,"",46,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-03",2024,9,3,NA,25,"",14.3,"",19.7,"",0,"",1.7,"",NA,NA,NA,NA,0,"",NA,NA,34,"",47,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-04",2024,9,4,NA,18.8,"",10.3,"",14.6,"",3.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-05",2024,9,5,NA,26.7,"",7.7,"",17.2,"",0.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-06",2024,9,6,NA,31.6,"",7.8,"",19.7,"",0,"",1.7,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-07",2024,9,7,NA,30.5,"",8.6,"",19.6,"",0,"",1.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-08",2024,9,8,NA,30,"",8.4,"",19.2,"",0,"",1.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-09",2024,9,9,NA,27.7,"",12.5,"",20.1,"",0,"",2.1,"",NA,NA,NA,NA,0,"",NA,NA,35,"",51,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-10",2024,9,10,NA,16.4,"",7.5,"",11.9,"",6.1,"",0,"",NA,NA,NA,NA,11.4,"",NA,NA,17,"",32,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-11",2024,9,11,NA,13.7,"",8.4,"",11,"",7,"",0,"",NA,NA,NA,NA,1.1,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-12",2024,9,12,NA,10.8,"",9.1,"",10,"",8,"",0,"",NA,NA,NA,NA,39.7,"",NA,NA,35,"",49,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-13",2024,9,13,NA,19,"",9.2,"",14.1,"",3.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,33,"",45,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-14",2024,9,14,NA,15.6,"",6.5,"",11.1,"",6.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,35,"",38,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-15",2024,9,15,NA,17.9,"",2.7,"",10.3,"",7.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-16",2024,9,16,NA,22.2,"",4.6,"",13.4,"",4.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-17",2024,9,17,NA,19.9,"",5.6,"",12.8,"",5.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-18",2024,9,18,NA,20.2,"",5.3,"",12.8,"",5.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,2,"",44,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-19",2024,9,19,NA,18.9,"",5.5,"",12.2,"",5.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,34,"",40,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-20",2024,9,20,NA,10.6,"",4,"",7.3,"",10.7,"",0,"",NA,NA,NA,NA,10.3,"",NA,NA,35,"",58,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-21",2024,9,21,NA,16.2,"",-0.8,"",7.7,"",10.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-22",2024,9,22,NA,21.9,"",6.3,"",14.1,"",3.9,"",0,"",NA,NA,NA,NA,0.3,"",NA,NA,29,"",41,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-23",2024,9,23,NA,22.7,"",4,"",13.4,"",4.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",47,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-24",2024,9,24,NA,25.3,"",14.3,"",19.8,"",0,"",1.8,"",NA,NA,NA,NA,0,"",NA,NA,27,"",44,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-25",2024,9,25,NA,28.9,"",13.1,"",21,"",0,"",3,"",NA,NA,NA,NA,0,"",NA,NA,24,"",56,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-26",2024,9,26,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,NA,NA,NA,NA,"M",NA,NA,NA,"M",NA,"M","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-27",2024,9,27,NA,20.2,"",5.4,"",12.8,"",5.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",59,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-28",2024,9,28,NA,17.3,"",2,"",9.6,"",8.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,14,"",31,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-29",2024,9,29,NA,12.7,"",4.5,"",8.6,"",9.4,"",0,"",NA,NA,NA,NA,0.9,"",NA,NA,1,"",64,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-09-30",2024,9,30,NA,13,"",0.9,"",7,"",11,"",0,"",NA,NA,NA,NA,0,"",NA,NA,27,"",41,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-01",2024,10,1,NA,19,"",4.1,"",11.5,"",6.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,27,"",68,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-02",2024,10,2,NA,11.1,"",1.8,"",6.4,"",11.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,1,"",46,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-03",2024,10,3,NA,12.6,"",1.1,"",6.9,"",11.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-04",2024,10,4,NA,20.9,"",-0.6,"",10.1,"",7.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,30,"",58,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-05",2024,10,5,NA,14.2,"",1.1,"",7.6,"",10.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,36,"",35,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-06",2024,10,6,NA,18.3,"",5.8,"",12.1,"",5.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-07",2024,10,7,NA,23.2,"",4.3,"",13.8,"",4.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",40,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-08",2024,10,8,NA,22.1,"",3.6,"",12.8,"",5.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,29,"",48,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-09",2024,10,9,NA,13.1,"",0.7,"",6.9,"",11.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-10",2024,10,10,NA,12.9,"",-0.4,"",6.3,"",11.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,34,"",49,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-11",2024,10,11,NA,12.7,"",-1.6,"",5.6,"",12.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-12",2024,10,12,NA,13.1,"",-4.4,"",4.4,"",13.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-13",2024,10,13,NA,20.8,"",-0.4,"",10.2,"",7.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-14",2024,10,14,NA,23.7,"",4.7,"",14.2,"",3.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",34,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-15",2024,10,15,NA,15.5,"",7.2,"",11.4,"",6.6,"",0,"",NA,NA,NA,NA,0,"",0,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-16",2024,10,16,NA,17.9,"",2.7,"",10.3,"",7.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",47,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-17",2024,10,17,NA,10.2,"",-3.5,"",3.4,"",14.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",45,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-18",2024,10,18,NA,9.1,"",-4.4,"",2.4,"",15.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,19,"",34,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-19",2024,10,19,NA,19,"",4.9,"",11.9,"",6.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,27,"",62,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-20",2024,10,20,NA,18.6,"",1.3,"",9.9,"",8.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,33,"",61,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-21",2024,10,21,NA,7,"",-4.4,"",1.3,"",16.7,"",0,"",NA,NA,NA,NA,2.4,"",NA,NA,35,"",59,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-22",2024,10,22,NA,5.9,"",-6,"",0,"",18,"",0,"",NA,NA,NA,NA,0,"",1,NA,30,"",34,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-23",2024,10,23,NA,9.8,"",1,"",5.4,"",12.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",41,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-24",2024,10,24,NA,9.7,"",-3.5,"",3.1,"",14.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",48,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-25",2024,10,25,NA,7.8,"",-6.2,"",0.8,"",17.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,18,"",34,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-26",2024,10,26,NA,17.7,"",1.3,"",9.5,"",8.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,31,"",34,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-27",2024,10,27,NA,18.1,"",3.2,"",10.6,"",7.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",60,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-28",2024,10,28,NA,8,"",-2.9,"",2.6,"",15.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,33,"",35,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-29",2024,10,29,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,NA,NA,NA,NA,"M",NA,NA,NA,"M",NA,"M","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-30",2024,10,30,NA,9.7,"",-7.8,"",0.9,"",17.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-10-31",2024,10,31,NA,4.1,"",-7.1,"",-1.5,"",19.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,1,"",34,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-01",2024,11,1,NA,4.4,"",-5.1,"",-0.3,"",18.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-02",2024,11,2,NA,5.1,"",-5.6,"",-0.3,"",18.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-03",2024,11,3,NA,8.6,"",-9,"",-0.2,"",18.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-04",2024,11,4,NA,6.8,"",-5.7,"",0.5,"",17.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,35,"",41,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-05",2024,11,5,NA,1.4,"",-5.8,"",-2.2,"",20.2,"",0,"",NA,NA,NA,NA,2.1,"",NA,NA,34,"",55,"","en_climate_daily_AB_3031094_2024_P1D.csv"
-114,51.11,"CALGARY INT'L CS",3031094,"2024-11-06",2024,11,6,NA,12.7,"",-6.5,"",3.1,"",14.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,25,"",34,"","en_climate_daily_AB_3031094_2024_P1D.csv"
